6.263430765875307671e+00 2.233981926635713489e+00 5.585831762588462368e+00 2.179291041709908505e+00 2.777799999999999869e+01 1.894000000000000128e+01 3.050999999999999801e+01 2.469000000000000128e+01
5.292828657083389565e+00 2.144341498381857836e+00 5.190152801913511915e+00 2.111933761737813331e+00 3.356799999999999784e+01 2.660000000000000142e+01 3.403999999999999915e+01 2.912000000000000099e+01
5.073563739061041744e+00 2.086575699641626702e+00 5.007687843443330067e+00 2.067897331634917180e+00 3.470000000000000284e+01 2.902199999999999847e+01 3.501000000000000512e+01 3.009999999999999787e+01
4.929261167678441247e+00 2.048341712626354116e+00 4.903218006004873786e+00 2.035789727761134316e+00 3.563400000000000034e+01 3.060000000000000142e+01 3.574000000000000199e+01 2.997000000000000242e+01
4.855789226308536932e+00 2.024472968049558119e+00 4.839387663878249590e+00 2.010658520584680975e+00 3.578799999999999670e+01 3.116199999999999903e+01 3.564000000000000057e+01 3.234000000000000341e+01
4.753093866281179025e+00 1.997571735595973230e+00 4.820386809275148288e+00 1.990493007488012056e+00 3.690599999999999881e+01 3.230199999999999960e+01 3.582999999999999829e+01 3.191000000000000014e+01
4.718521670046162519e+00 1.981283978798452639e+00 4.792216668555638215e+00 1.974048643570413208e+00 3.649799999999999756e+01 3.274799999999999756e+01 3.573000000000000398e+01 3.292000000000000171e+01
4.661954102968453029e+00 1.964340121884466273e+00 4.712129700560466539e+00 1.959931042531318557e+00 3.707000000000000028e+01 3.350600000000000023e+01 3.696000000000000085e+01 3.316000000000000369e+01
4.668827738410318062e+00 1.949800887182697506e+00 4.708807591988963814e+00 1.948059434880777818e+00 3.718999999999999773e+01 3.377799999999999869e+01 3.627000000000000313e+01 3.381000000000000227e+01
4.625279288086957763e+00 1.940004794756493345e+00 4.664162143320593756e+00 1.938011564482196469e+00 3.776400000000000290e+01 3.391599999999999682e+01 3.709000000000000341e+01 3.422999999999999687e+01
4.590702376148943387e+00 1.928677729943778951e+00 4.645560863320788769e+00 1.928471326176971257e+00 3.758599999999999852e+01 3.463400000000000034e+01 3.680999999999999517e+01 3.410000000000000142e+01
4.587769201529258822e+00 1.921458809450564020e+00 4.636007044660814813e+00 1.920468344918514259e+00 3.785399999999999920e+01 3.455599999999999739e+01 3.689999999999999858e+01 3.442000000000000171e+01
4.548849448056658140e+00 1.916599398113953079e+00 4.609249173639122787e+00 1.913094600662727851e+00 3.786999999999999744e+01 3.468200000000000216e+01 3.753999999999999915e+01 3.466000000000000369e+01
4.530356227673359548e+00 1.908060110430427336e+00 4.600785108761123787e+00 1.906722160187187542e+00 3.801599999999999824e+01 3.534000000000000341e+01 3.716999999999999460e+01 3.496000000000000085e+01
4.524941211705607813e+00 1.901207580020468413e+00 4.614934732720598731e+00 1.900213681427693757e+00 3.777000000000000313e+01 3.524600000000000222e+01 3.704999999999999716e+01 3.496999999999999886e+01
4.537044235418015603e+00 1.898003410383529932e+00 4.585162788052053351e+00 1.895001240450690405e+00 3.853000000000000114e+01 3.507999999999999829e+01 3.725000000000000000e+01 3.522999999999999687e+01
4.496163188929561905e+00 1.892628553343427944e+00 4.582549324134348012e+00 1.889681973085221234e+00 3.822200000000000131e+01 3.563000000000000256e+01 3.798000000000000398e+01 3.560000000000000142e+01
4.433574191872834191e+00 1.887460637933545016e+00 4.586272940133897080e+00 1.885313021321740390e+00 3.877000000000000313e+01 3.568999999999999773e+01 3.674000000000000199e+01 3.557000000000000028e+01
4.455816768587089527e+00 1.881121635095108768e+00 4.545372765901985801e+00 1.880878021205594441e+00 3.859000000000000341e+01 3.609199999999999875e+01 3.792999999999999972e+01 3.571999999999999886e+01
4.435226506776699829e+00 1.879648627427756624e+00 4.528115779916671357e+00 1.877298394968171635e+00 3.849399999999999977e+01 3.631000000000000227e+01 3.800999999999999801e+01 3.596999999999999886e+01
4.413363138814638376e+00 1.871002181929394270e+00 4.529344619076259626e+00 1.872647105793505684e+00 3.892799999999999727e+01 3.635199999999999676e+01 3.796000000000000085e+01 3.578999999999999915e+01
4.409608609058927264e+00 1.867150123963201791e+00 4.526062363800805066e+00 1.869521870892967508e+00 3.897800000000000153e+01 3.652199999999999847e+01 3.789999999999999858e+01 3.575999999999999801e+01
4.394688685214724444e+00 1.860867495095386071e+00 4.532572069600496967e+00 1.865427131169744124e+00 3.916799999999999926e+01 3.663400000000000034e+01 3.785000000000000142e+01 3.607000000000000028e+01
4.386130607788101265e+00 1.856617374184285518e+00 4.524289173699161282e+00 1.863058250373621272e+00 3.941599999999999682e+01 3.669200000000000017e+01 3.795000000000000284e+01 3.632000000000000028e+01
4.382314609636838831e+00 1.857668159737185576e+00 4.499894630572661924e+00 1.859638316764959054e+00 3.893800000000000239e+01 3.686599999999999966e+01 3.839000000000000057e+01 3.635999999999999943e+01
4.380136078295030266e+00 1.849788253453225950e+00 4.512613179457855672e+00 1.856894039082288561e+00 3.920199999999999818e+01 3.692399999999999949e+01 3.800000000000000000e+01 3.659000000000000341e+01
4.341885906064854694e+00 1.852525081297189624e+00 4.485425581630105185e+00 1.854134251816648815e+00 3.941400000000000148e+01 3.685799999999999699e+01 3.844000000000000483e+01 3.675999999999999801e+01
4.341459803318459265e+00 1.845351788674509441e+00 4.482877823673462991e+00 1.851594917311288890e+00 3.940999999999999659e+01 3.727000000000000313e+01 3.829999999999999716e+01 3.675000000000000000e+01
4.345915127289810442e+00 1.846197640304762189e+00 4.475225833218489768e+00 1.848731157474177156e+00 3.934799999999999898e+01 3.726800000000000068e+01 3.872999999999999687e+01 3.671000000000000085e+01
4.361275617426652040e+00 1.842229895633130665e+00 4.514501523649142811e+00 1.846828817395889111e+00 3.956000000000000227e+01 3.775000000000000000e+01 3.773000000000000398e+01 3.699000000000000199e+01
4.341238099080424462e+00 1.832365776488413145e+00 4.482303475799979786e+00 1.844018475113209155e+00 3.971999999999999886e+01 3.769400000000000261e+01 3.835000000000000142e+01 3.664999999999999858e+01
4.347164781008421741e+00 1.827470079564223138e+00 4.479593050132113952e+00 1.841912266498880291e+00 3.965400000000000347e+01 3.757999999999999829e+01 3.828999999999999915e+01 3.698000000000000398e+01
4.356731011528540698e+00 1.832977412476734624e+00 4.466114450573131833e+00 1.839672602016734437e+00 3.955199999999999960e+01 3.750000000000000000e+01 3.807000000000000028e+01 3.700000000000000000e+01
4.311124760464878136e+00 1.834030526725465515e+00 4.480204183945063257e+00 1.837643694789383053e+00 3.966599999999999682e+01 3.746200000000000330e+01 3.829999999999999716e+01 3.713000000000000256e+01
