1.108600000000001629e+01 1.605999999999999872e+01 2.300261041435413656e+00 2.296082979761548515e+00
1.681399999999998940e+01 1.791999999999999815e+01 2.230877076236403411e+00 2.215347348990838405e+00
2.166999999999996263e+01 2.450000000000000000e+01 2.119303963886291164e+00 2.149111521598952024e+00
2.514800000000001035e+01 2.696000000000000085e+01 2.043764928714070450e+00 2.095856469790957632e+00
2.701400000000002422e+01 2.868999999999999773e+01 1.996011208284887983e+00 2.060038917205823772e+00
2.861200000000003740e+01 2.970999999999999730e+01 1.966201072871273992e+00 2.034672282920966246e+00
3.008999999999996433e+01 3.068000000000000327e+01 1.937211663457070854e+00 2.015415172316280756e+00
3.144199999999998951e+01 3.169999999999999929e+01 1.919294028305537747e+00 2.000926882457600531e+00
3.201399999999993184e+01 3.270000000000000284e+01 1.908260674570367410e+00 1.988718118087650311e+00
3.286799999999994526e+01 3.342000000000000171e+01 1.895088578478909103e+00 1.977001160249457934e+00
3.373399999999993781e+01 3.385999999999999943e+01 1.872168776380009225e+00 1.961450797298442073e+00
3.430799999999990746e+01 3.477000000000000313e+01 1.859096057801626012e+00 1.952663343120837336e+00
3.478599999999990189e+01 3.558999999999999631e+01 1.847610144462516368e+00 1.943181622794887486e+00
3.531399999999990769e+01 3.587000000000000455e+01 1.836100458832969240e+00 1.931980563626171987e+00
3.582599999999992235e+01 3.610000000000000142e+01 1.822591793438991692e+00 1.923463282627274840e+00
3.598799999999990717e+01 3.653999999999999915e+01 1.819672201001635736e+00 1.918525407747122768e+00
3.656599999999985329e+01 3.705999999999999517e+01 1.797649055617231983e+00 1.907461247003297888e+00
3.710799999999987620e+01 3.739000000000000057e+01 1.794541403122109635e+00 1.901553351785633117e+00
3.738599999999987489e+01 3.746999999999999886e+01 1.778837290522393921e+00 1.894147410900968387e+00
3.749399999999984345e+01 3.770000000000000284e+01 1.784346647221779047e+00 1.891202807672244024e+00
3.766599999999989734e+01 3.821000000000000085e+01 1.780578312384184736e+00 1.885398429158658740e+00
3.834799999999992792e+01 3.839999999999999858e+01 1.771314250465451767e+00 1.881278783942061938e+00
3.865799999999984493e+01 3.851999999999999602e+01 1.765917496819749299e+00 1.877449582940317052e+00
3.849999999999986500e+01 3.885999999999999943e+01 1.764055436190726578e+00 1.872955436682318675e+00
3.888599999999989620e+01 3.916000000000000369e+01 1.751597328083681626e+00 1.867098200692672183e+00
3.923799999999985744e+01 3.941000000000000369e+01 1.748434296382159303e+00 1.864010395398037367e+00
3.915399999999988978e+01 3.975000000000000000e+01 1.753187305940750118e+00 1.860697373870302096e+00
3.989399999999987756e+01 3.964999999999999858e+01 1.738529402740774721e+00 1.856046009252107165e+00
4.005999999999988148e+01 4.000999999999999801e+01 1.730573678311040142e+00 1.854388636820307745e+00
4.041799999999986426e+01 4.012999999999999545e+01 1.723694424034462047e+00 1.849214265881974573e+00
4.103599999999982373e+01 4.017000000000000171e+01 1.719466305275083373e+00 1.845365502814104497e+00
4.097199999999991604e+01 4.020000000000000284e+01 1.717915221881700871e+00 1.842849380347985511e+00
4.136799999999991684e+01 4.025999999999999801e+01 1.717007344142312375e+00 1.842274783696279838e+00
4.100599999999988654e+01 4.045000000000000284e+01 1.717141397455490548e+00 1.839341149273450826e+00
4.092999999999989313e+01 4.043999999999999773e+01 1.720685823520555324e+00 1.839122744220977657e+00
4.127999999999987324e+01 4.046999999999999886e+01 1.710065387967691919e+00 1.834749297423839964e+00
4.122999999999988319e+01 4.081000000000000227e+01 1.707896513227783686e+00 1.833703183689157967e+00
4.151199999999987256e+01 4.091000000000000369e+01 1.707247127546974497e+00 1.833377487386055993e+00
4.183999999999994657e+01 4.067000000000000171e+01 1.710246609187096256e+00 1.831358211369167321e+00
4.141799999999989979e+01 4.076000000000000512e+01 1.707889710905184266e+00 1.831593557515757142e+00
4.146399999999984232e+01 4.083999999999999631e+01 1.705856717721784044e+00 1.831531854103575663e+00
